,video_name,MOS
0,0723_ManUnderTree_GS5_03_20150723_130016,52.56657483287041
1,0723_ManUnderTree_GS6_03_20150723_130100,57.28880925319935
2,0723_ManUnderTree_HTCOneVx_03_VIDEO0006,36.709288593516966
3,0723_ManUnderTree_Nokia1020_03_WP_20130426_22_12_02_Pro,45.67874272310085
4,0911nightScene_1020_WindowsPhone_20130305_21_59_44_Pro,21.187371167047402
5,0911nightScene_5s_IMG_0160,35.72522155502472
6,0911nightScene_gs5_20150911_194737,32.27546017222677
7,0911nightScene_note4_20150911_193809,36.546723521311996
8,0918_AxelFetchesBall_GS6_20150919_090332,58.23142265391711
9,0918_AxelFetchesBall_HTCOneVX_VIDEO0056,42.628796648669706
10,0918_AxelFetchesBall_LGG2_CAM00802,52.891660679374006
11,0918_AxelFetchesBall_OppoFind7_VID20150407042625,56.47030298915485
12,0918_DogsOnBeach_GS6_20150919_085853,65.94233767581703
13,0918_DogsOnBeach_HTCOneVX_VIDEO0055,50.378497196338884
14,0918_DogsOnBeach_LGG2_CAM00801,60.0145230621533
15,0918_DogsOnBeach_OppoFind7_VID20150407042141,61.24971954276459
16,0923_ChattingOverLunch_G2_CAM00813,45.67855937078179
17,0923_ChattingOverLunch_GS6_20150923_122025,60.43118323177181
18,0923_ChattingOverLunch_HTCOneVx_VIDEO0066,31.49041491004223
19,0923_ChattingOverLunch_Oppo_VID20150411074312,52.436942132562734
20,1006_DucksAndFish2_GS6_20151006_161642,51.0393821878597
21,1006_DucksAndFish2_HTCOneVX_VIDEO0093,31.435259054533738
22,1006_DucksAndFish2_LGG2_CAM00841,61.63231290029228
23,1006_DucksAndFish2_OppoFind7_VID20150424113906,21.403852037578215
24,1006_FollowTheTrain_GS6_20151006_155539,47.30872740564676
25,1006_FollowTheTrain_HTCOneVX_VIDEO0086,27.486434026248876
26,1006_FollowTheTrain_LGG2_CAM00834,33.939419249644835
27,1006_FollowTheTrain_OppoFind7_VID20150424111801,48.7312983952301
28,1006_PlaneLandsAfar2_GS6_20151006_170428,54.47172841710812
29,1006_PlaneLandsAfar2_HTCOneVX_VIDEO0099,43.13950764717603
30,1006_PlaneLandsAfar2_LGG2_CAM00847,43.7872800043708
31,1006_PlaneLandsAfar2_OppoFind7_VID20150424122651,57.22288718627244
32,1019_ColorfulKites2_GS6_20151020_140327,69.34239333030179
33,1019_ColorfulKites2_HTCOneVX_VIDEO0124,45.61583176940698
34,1019_ColorfulKites2_LGG2_CAM00872,63.17108813219617
35,1019_ColorfulKites2_OppoFind7_VID20150508092524,50.97310511796482
36,0912_CheerLeader1_Nokia1080_20130306_17_46_21_Pro,41.529339991183875
37,0912_Cheerleader1_GS5_20150912_153429,51.08416769793256
38,0912_Cheerleader1_Note4_20150912_152444,46.853275685229434
39,0912_Cheerleader1_iphone_IMG_0184,59.46973486351669
40,0913playSand_GS5_20150913_183702,58.51617627453426
41,0913playSand_Note4_20150913_182713,54.20213781634974
42,0913playSand_iPhone5s_IMG_0251,72.96615929361013
43,0918_CyclistsNear1_GS6_20150919_081325,52.81500748332389
44,0918_CyclistsNear1_HTCOneVX_VIDEO0050,43.90725048088645
45,0918_CyclistsNear1_LGG2_CAM00795,46.753110388198024
46,0918_CyclistsNear1_OppoFind7_VID20150407033615,50.22621242945224
47,0918_DelMarView_GS6_20150921_071851,57.249620671155895
48,0918_DelMarView_HTCOneVX_VIDEO0062,45.79645003864048
49,0918_DelMarView_LGG2_CAM00809,48.7408776505235
50,0918_DelMarView_OppoFind7_VID20150409024137,60.963433745979756
51,0923_RiverBed_GS5_20150925_165808,61.69082350125231
52,0923_RiverBed_Nokia1020_WP_20130305_20_19_29_Pro,66.39664147071237
53,0923_RiverBed_Note4_20150925_164759,64.23939021565612
54,0923_RiverBed_iphone5_IMG_0280,63.16961373461168
55,1006_EmergencyScene_GS6_20151006_160038,58.33545178737855
56,1006_EmergencyScene_HTCOneVX_VIDEO0090,42.55847413392969
57,1006_EmergencyScene_LGG2_CAM00838,66.8679745839632
58,1006_EmergencyScene_OppoFind7_VID20150424112300,62.01071121403491
59,1006_FamilyScooter_GS6_20151006_170632,60.28464598447542
60,1006_FamilyScooter_HTCOneVX_VIDEO0101,38.8106247696991
61,1006_FamilyScooter_LGG2_CAM00849,49.68892718051139
62,1006_FamilyScooter_OppoFind7_VID20150424122855,51.17307547834518
63,1019_FlyingKite3_GS6_20151020_141052,73.64276415152705
64,1019_FlyingKite3_HTCOneVX_VIDEO0129,49.33731661081409
65,1019_FlyingKite3_LGG2_CAM00877,55.74782132350435
66,1019_FlyingKite3_OppoFind7_VID20150508093248,56.46153730303658
67,1024_BadmintonAtBalboa_GS6_20151024_104414,56.589364068655456
68,1024_BadmintonAtBalboa_HTCOneVx_VIDEO0139,38.4966864084717
69,1024_BadmintonAtBalboa_LGG2_CAM00888,52.3694844910836
70,1024_BadmintonAtBalboa_OppoFined7_VID20150512060558,56.55278041432343
71,0817_WalkIntoBarn_LGG2_CAM00718,51.146870112855
72,0817_WalkIntoBarn_Note4_20150817_110508,58.079428695078406
73,0817_WalkIntoBarn_OppoFind7_VID20150718144333,49.02405995062579
74,0817_WalkIntoBarn_iPhone5_IMG_0410,39.516765825233485
